Año,Municipio,Bien jurídico afectado,Tipo de delito,Subtipo de delito,Modalidad,Enero,Febrero,Marzo,Abril,Mayo,Junio
2023,Jalapa,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,0,0,0,0,0,0
2023,Jalapa,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,0,0,0,0,0,0
2023,Jalapa,El patrimonio,Robo,Robo en transporte público individual,Con violencia,0,0,0,0,0,0
2023,Jalapa,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,0,0,0,0,0,0
2023,Jalapa,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,0,0,0,0,0,0
2023,Jalapa,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,0,0,0,0,0,0
2023,Jalapa,El patrimonio,Robo,Robo en transporte individual,Con violencia,0,0,0,0,0,0
2023,Jalapa,El patrimonio,Robo,Robo en transporte individual,Sin violencia,0,0,0,0,0,0
2023,Jalapa,El patrimonio,Robo,Robo a institución bancaria,Con violencia,0,0,0,0,0,0
2023,Jalapa,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,0,0,0,0,0,0
2023,Jalapa,El patrimonio,Robo,Robo a negocio,Con violencia,0,0,0,0,0,0
2023,Jalapa,El patrimonio,Robo,Robo a negocio,Sin violencia,0,0,0,0,0,0
2023,Jalapa,El patrimonio,Robo,Robo de ganado,Con violencia,0,0,0,0,0,0
2023,Jalapa,El patrimonio,Robo,Robo de ganado,Sin violencia,0,1,1,0,1,2
2023,Jalapa,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Con violencia,0,0,0,0,0,0
2023,Jalapa,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Sin violencia,0,0,0,0,0,0
2023,Jalapa,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Con violencia,0,0,0,0,0,0
2023,Jalapa,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Sin violencia,0,0,0,0,0,0
2023,Jalapa,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0,0,0,0,0,0
2023,Jalapa,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0,0,0,0,0,0
2023,Jalapa,El patrimonio,Robo,Otros robos,Con violencia,2,0,1,0,0,0
2023,Jalapa,El patrimonio,Robo,Otros robos,Sin violencia,4,1,2,1,3,1
2023,Jalapa,El patrimonio,Fraude,Fraude,Fraude,0,0,0,0,1,1
2023,Jalapa,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,2,0,0,0,0,0
2023,Jalapa,El patrimonio,Extorsión,Extorsión,Extorsión,0,0,0,0,0,0
2023,Jalapa,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,2,3,4,1,5,4
2023,Jalapa,El patrimonio,Despojo,Despojo,Despojo,1,0,0,1,1,2
2023,Jalapa,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,0,0,0,0,0,0
2023,Jalapa,La familia,Violencia familiar,Violencia familiar,Violencia familiar,4,7,9,5,7,8
2023,Jalapa,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,0,0,0,0,0,0
2023,Jalapa,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,0,4,2,1,2,4
2023,Jalapa,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,0,0,0,0,0,0
2023,Jalapa,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,0,0,0,0,0,0
2023,Jalapa,La sociedad,Trata de personas,Trata de personas,Trata de personas,0,0,0,0,0,0
2023,Jalapa,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,0,0,0,0,0,0
2023,Jalapa,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,0,0,0,0,0,0
2023,Jalapa,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,2,2,5,3,3,11
2023,Jalapa,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,1,1,0,0,0,0
2023,Jalapa,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,0,0,0,0,0,0
2023,Jalapa,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,0,0,0,0,0,0
2023,Jalapa,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,0,0,0,0,0,0
2023,Jalapa,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,0,0,0,0,0,0
2023,Jalapa,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,0,0,0,0,2,0
2023,Jalapa,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,0,0,0,0,0,0
2023,Jalapa,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,8,4,4,6,10,7
2023,Jalpa de Méndez,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,0,0,0,0,0,0
2023,Jalpa de Méndez,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0,0,0,0
2023,Jalpa de Méndez,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,0,0,0,0,0
2023,Jalpa de Méndez,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0
2023,Jalpa de Méndez,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0
2023,Jalpa de Méndez,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0
2023,Jalpa de Méndez,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,2,1,2,1,1,2
2023,Jalpa de Méndez,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,0,0,0,0
2023,Jalpa de Méndez,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0
2023,Jalpa de Méndez,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,0,0,1,0,0,0
2023,Jalpa de Méndez,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,0,1,2,2,4,1
2023,Jalpa de Méndez,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,0,0,0,0,0,0
2023,Jalpa de Méndez,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,10,8,13,18,13,11
2023,Jalpa de Méndez,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0,0,0,0,0
2023,Jalpa de Méndez,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,0,0,0,0,0
2023,Jalpa de Méndez,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,2,7,9,3,3,7
2023,Jalpa de Méndez,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,0,0,0,0,0,0
2023,Jalpa de Méndez,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,0,0,0,0,0,0
2023,Jalpa de Méndez,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,0,0,0,0,0,0
2023,Jalpa de Méndez,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,0,0,0,0,0,0
2023,Jalpa de Méndez,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0,0,0,0,0,0
2023,Jalpa de Méndez,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0,0,0,0,0
2023,Jalpa de Méndez,La vida y la Integridad corporal,Aborto,Aborto,Aborto,0,0,0,0,0,0
2023,Jalpa de Méndez,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,1,0,1,0,2,4
2023,Jalpa de Méndez,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,0,0,0,0,0,0
2023,Jalpa de Méndez,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,0,0,0,0,0,0
2023,Jalpa de Méndez,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,0,0,0,0,0,0
2023,Jalpa de Méndez,Libertad personal,Secuestro,Secuestro,Secuestro exprés,0,0,0,0,0,0
2023,Jalpa de Méndez,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,0,0,0,0,0,0
2023,Jalpa de Méndez,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,0,0,0,0,0
2023,Jalpa de Méndez,Libertad personal,Rapto,Rapto,Rapto,0,0,0,0,0,0
2023,Jalpa de Méndez,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,1,0,1,0,1,1
2023,Jalpa de Méndez,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,0,3,2,1,0,0
2023,Jalpa de Méndez,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,0,0,0,0,0,0
2023,Jalpa de Méndez,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,1,0,0,0,0,2
2023,Jalpa de Méndez,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,0,1,1,1,1,1
2023,Jalpa de Méndez,La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Violación equiparada,0,0,0,0,0,0
2023,Jalpa de Méndez,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,0,0,0,0,0
2023,Jalpa de Méndez,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,0,1,1,1,0,1
2023,Jalpa de Méndez,El patrimonio,Robo,Robo a casa habitación,Con violencia,0,0,0,0,0,0
2023,Jalpa de Méndez,El patrimonio,Robo,Robo a casa habitación,Sin violencia,1,1,3,1,3,1
2023,Jalpa de Méndez,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,1,1,1,2,1,0
2023,Jalpa de Méndez,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,2,0,1,0,0,0
2023,Jalpa de Méndez,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,8,6,12,8,7,6
2023,Jalpa de Méndez,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,1,5,2,1,2,3
2023,Jalpa de Méndez,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0
2023,Jalpa de Méndez,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0
2023,Jalpa de Méndez,El patrimonio,Robo,Robo de autopartes,Con violencia,0,0,0,0,0,0
2023,Jalpa de Méndez,El patrimonio,Robo,Robo de autopartes,Sin violencia,0,0,0,0,0,0
2023,Jalpa de Méndez,El patrimonio,Robo,Robo a transportista,Con violencia,0,0,0,0,0,0
2023,Jalpa de Méndez,El patrimonio,Robo,Robo a transportista,Sin violencia,0,0,0,0,0,0
2023,Jalpa de Méndez,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,1,2,5,1,4,4
2023,Jalpa de Méndez,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,0,0,0,0,0,0
2023,Jalpa de Méndez,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,0,0,0,0,0,0
2023,Jalpa de Méndez,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,0,0,0,0,0,0
2023,Jalpa de Méndez,El patrimonio,Robo,Robo en transporte público individual,Con violencia,0,0,0,0,0,0
2023,Jalpa de Méndez,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,0,0,0,0,0,0
2023,Jalpa de Méndez,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,0,0,0,0,0,0
2023,Jalpa de Méndez,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,0,0,0,0,0,0
2023,Jalpa de Méndez,El patrimonio,Robo,Robo en transporte individual,Con violencia,0,0,0,0,0,0
2023,Jalpa de Méndez,El patrimonio,Robo,Robo en transporte individual,Sin violencia,0,0,0,0,0,0
2023,Jalpa de Méndez,El patrimonio,Robo,Robo a institución bancaria,Con violencia,0,0,0,0,0,0
2023,Jalpa de Méndez,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,0,0,0,0,0,0
2023,Jalpa de Méndez,El patrimonio,Robo,Robo a negocio,Con violencia,0,0,2,1,0,0
2023,Jalpa de Méndez,El patrimonio,Robo,Robo a negocio,Sin violencia,0,0,1,1,1,0
2023,Jalpa de Méndez,El patrimonio,Robo,Robo de ganado,Con violencia,0,0,0,0,0,0
2023,Jalpa de Méndez,El patrimonio,Robo,Robo de ganado,Sin violencia,0,1,0,0,0,0
2023,Jalpa de Méndez,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Con violencia,0,0,0,0,0,0
2023,Jalpa de Méndez,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Sin violencia,0,0,0,0,0,0
2023,Jalpa de Méndez,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Con violencia,0,0,0,0,0,0
2023,Jalpa de Méndez,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Sin violencia,0,0,0,0,0,0
2023,Jalpa de Méndez,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0,0,0,0,0,0
2023,Jalpa de Méndez,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0,0,0,0,0,0
2023,Jalpa de Méndez,El patrimonio,Robo,Otros robos,Con violencia,0,3,0,3,2,0
2023,Jalpa de Méndez,El patrimonio,Robo,Otros robos,Sin violencia,4,6,6,7,3,6
2023,Jalpa de Méndez,El patrimonio,Fraude,Fraude,Fraude,1,4,3,2,2,1
2023,Jalpa de Méndez,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,0,3,2,0,0,0
2023,Jalpa de Méndez,El patrimonio,Extorsión,Extorsión,Extorsión,0,0,1,1,1,1
2023,Jalpa de Méndez,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,5,6,6,10,11,8
2023,Jalpa de Méndez,El patrimonio,Despojo,Despojo,Despojo,1,1,2,0,2,1
2023,Jalpa de Méndez,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,0,1,1,1,2,0
2023,Jalpa de Méndez,La familia,Violencia familiar,Violencia familiar,Violencia familiar,13,15,14,19,15,19
2023,Jalpa de Méndez,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,0,0,0,0,0,0
2023,Jalpa de Méndez,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,5,3,7,3,5,5
2023,Jalpa de Méndez,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,0,0,0,0,0,0
2023,Jalpa de Méndez,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,0,0,0,0,0,0
2023,Jalpa de Méndez,La sociedad,Trata de personas,Trata de personas,Trata de personas,0,0,0,0,0,0
2023,Jalpa de Méndez,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,0,0,0,0,0,0
2023,Jalpa de Méndez,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,0,0,0,0,0,0
2023,Jalpa de Méndez,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,16,18,15,17,18,27
2023,Jalpa de Méndez,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,3,1,1,1,0,0
2023,Jalpa de Méndez,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,0,0,0,0,0,0
2023,Jalpa de Méndez,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,0,0,0,0,0,1
2023,Jalpa de Méndez,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,0,1,0,0,0,0
2023,Jalpa de Méndez,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,0,0,0,0,0,0
2023,Jalpa de Méndez,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,0,1,1,0,0,4
2023,Jalpa de Méndez,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,0,0,0,0,0,0
2023,Jalpa de Méndez,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,17,17,19,13,16,24
2023,Jonuta,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,0,0,0,0,0,0
2023,Jonuta,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0,0,0,0
2023,Jonuta,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,0,0,0,0,0
2023,Jonuta,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0
2023,Jonuta,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0
2023,Jonuta,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0
2023,Jonuta,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,0,0,0,0,0,0
2023,Jonuta,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,0,0,0,0
2023,Jonuta,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0
2023,Jonuta,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,0,0,0,0,0,0
2023,Jonuta,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,0,0,0,0,1,0
2023,Jonuta,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,0,0,0,0,0,0
2023,Jonuta,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,1,2,1,0,2,8
2023,Jonuta,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0,0,0,0,0
2023,Jonuta,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,0,0,0,0,0
2023,Jonuta,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,1,0,0,0,0,1
2023,Jonuta,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,0,0,0,0,0,0
2023,Jonuta,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,0,0,0,0,0,0
2023,Jonuta,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,1,0,0,0,0,0
2023,Jonuta,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,0,0,0,0,0,0
2023,Jonuta,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0,0,0,0,0,0
2023,Jonuta,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0,0,0,0,0
2023,Jonuta,La vida y la Integridad corporal,Aborto,Aborto,Aborto,0,0,0,2,0,0
2023,Jonuta,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,0,0,1,0,0,0
2023,Jonuta,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,0,0,0,0,0,0
2023,Jonuta,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,0,0,0,0,0,0
2023,Jonuta,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,0,0,0,0,0,0
2023,Jonuta,Libertad personal,Secuestro,Secuestro,Secuestro exprés,0,0,0,0,0,0
2023,Jonuta,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,0,0,0,0,0,0
2023,Jonuta,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,0,0,0,0,0
2023,Jonuta,Libertad personal,Rapto,Rapto,Rapto,0,0,0,0,0,0
2023,Jonuta,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,1,0,0,0,1,0
2023,Jonuta,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,0,0,0,0,0,1
2023,Jonuta,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,0,0,0,0,0,0
2023,Jonuta,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,0,0,0,0,0,0
2023,Jonuta,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,0,0,0,0,0,0
2023,Jonuta,La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Violación equiparada,0,0,0,0,0,0
2023,Jonuta,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,0,0,0,0,0
2023,Jonuta,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,1,0,1,0,0,0
2023,Jonuta,El patrimonio,Robo,Robo a casa habitación,Con violencia,0,0,0,0,0,0
2023,Jonuta,El patrimonio,Robo,Robo a casa habitación,Sin violencia,0,2,0,2,2,2
2023,Jonuta,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,0,0,0,0,0,0
2023,Jonuta,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,0,1,0,0,0,1
2023,Jonuta,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,0,0,0,0,0,0
2023,Jonuta,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,0,0,0,0,0,0
2023,Jonuta,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0
2023,Jonuta,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0
2023,Jonuta,El patrimonio,Robo,Robo de autopartes,Con violencia,0,0,0,0,0,0
2023,Jonuta,El patrimonio,Robo,Robo de autopartes,Sin violencia,0,0,0,0,0,0
2023,Jonuta,El patrimonio,Robo,Robo a transportista,Con violencia,0,0,0,0,0,0
2023,Jonuta,El patrimonio,Robo,Robo a transportista,Sin violencia,0,0,0,0,0,0
2023,Jonuta,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,0,0,1,0,1,0
2023,Jonuta,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,0,0,0,0,0,0
2023,Jonuta,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,0,0,0,0,0,0
2023,Jonuta,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,0,0,0,0,0,0
2023,Jonuta,El patrimonio,Robo,Robo en transporte público individual,Con violencia,0,0,0,0,0,0
2023,Jonuta,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,0,0,0,0,0,0
2023,Jonuta,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,0,0,0,0,0,0
2023,Jonuta,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,0,0,0,0,0,0
2023,Jonuta,El patrimonio,Robo,Robo en transporte individual,Con violencia,0,0,0,0,0,0
2023,Jonuta,El patrimonio,Robo,Robo en transporte individual,Sin violencia,0,0,0,0,0,0
2023,Jonuta,El patrimonio,Robo,Robo a institución bancaria,Con violencia,0,0,0,0,0,0
2023,Jonuta,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,0,0,0,0,0,0
2023,Jonuta,El patrimonio,Robo,Robo a negocio,Con violencia,0,0,0,0,0,0
2023,Jonuta,El patrimonio,Robo,Robo a negocio,Sin violencia,0,0,0,0,0,0
2023,Jonuta,El patrimonio,Robo,Robo de ganado,Con violencia,0,0,0,0,0,0
2023,Jonuta,El patrimonio,Robo,Robo de ganado,Sin violencia,2,1,2,0,1,5
2023,Jonuta,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Con violencia,0,0,0,0,0,0
2023,Jonuta,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Sin violencia,0,0,0,0,0,0
2023,Jonuta,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Con violencia,0,0,0,0,0,0
2023,Jonuta,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Sin violencia,0,0,0,0,0,0
2023,Jonuta,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0,0,0,0,0,0
2023,Jonuta,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0,0,0,0,0,0
2023,Jonuta,El patrimonio,Robo,Otros robos,Con violencia,2,0,0,0,1,0
2023,Jonuta,El patrimonio,Robo,Otros robos,Sin violencia,1,0,0,1,2,2
2023,Jonuta,El patrimonio,Fraude,Fraude,Fraude,0,1,0,0,0,1
2023,Jonuta,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,1,0,0,0,0,1
2023,Jonuta,El patrimonio,Extorsión,Extorsión,Extorsión,0,0,0,0,0,0
2023,Jonuta,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,3,0,2,1,1,5
2023,Jonuta,El patrimonio,Despojo,Despojo,Despojo,1,0,1,0,0,0
2023,Jonuta,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,0,0,0,0,0,0
2023,Jonuta,La familia,Violencia familiar,Violencia familiar,Violencia familiar,4,3,5,4,11,4
2023,Jonuta,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,0,0,0,0,0,0
2023,Jonuta,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,6,2,3,2,4,2
2023,Jonuta,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,0,0,0,0,0,0
2023,Jonuta,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,0,0,0,0,0,0
2023,Jonuta,La sociedad,Trata de personas,Trata de personas,Trata de personas,0,0,0,0,0,0
