Año,Municipio,Bien jurídico afectado,Tipo de delito,Subtipo de delito,Modalidad,Enero,Febrero,Marzo,Abril,Mayo,Junio
2023,Comalcalco,Libertad personal,Rapto,Rapto,Rapto,0,0,0,0,0,0
2023,Comalcalco,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,2,3,2,1,1,4
2023,Comalcalco,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,1,2,3,0,2,1
2023,Comalcalco,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,0,0,0,0,0,0
2023,Comalcalco,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,0,0,1,0,1,0
2023,Comalcalco,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,1,3,1,2,1,5
2023,Comalcalco,La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Violación equiparada,0,0,0,0,0,0
2023,Comalcalco,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,0,0,0,0,0
2023,Comalcalco,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,7,5,1,2,6,5
2023,Comalcalco,El patrimonio,Robo,Robo a casa habitación,Con violencia,0,1,1,0,0,0
2023,Comalcalco,El patrimonio,Robo,Robo a casa habitación,Sin violencia,7,9,11,10,10,7
2023,Comalcalco,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,1,0,0,0,0,0
2023,Comalcalco,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,9,5,9,12,9,8
2023,Comalcalco,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,0,0,0,1,0,0
2023,Comalcalco,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,20,35,37,27,18,17
2023,Comalcalco,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0
2023,Comalcalco,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0
2023,Comalcalco,El patrimonio,Robo,Robo de autopartes,Con violencia,0,0,0,0,0,0
2023,Comalcalco,El patrimonio,Robo,Robo de autopartes,Sin violencia,0,0,0,0,0,0
2023,Comalcalco,El patrimonio,Robo,Robo a transportista,Con violencia,0,0,0,0,0,0
2023,Comalcalco,El patrimonio,Robo,Robo a transportista,Sin violencia,0,0,0,0,0,0
2023,Comalcalco,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,10,17,12,10,7,5
2023,Comalcalco,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,0,0,0,0,0,0
2023,Comalcalco,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,0,0,0,0,0,0
2023,Comalcalco,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,0,0,0,0,0,0
2023,Comalcalco,El patrimonio,Robo,Robo en transporte público individual,Con violencia,0,0,0,0,0,0
2023,Comalcalco,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,0,0,0,0,0,0
2023,Comalcalco,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,0,0,0,0,0,0
2023,Comalcalco,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,0,0,0,0,0,0
2023,Comalcalco,El patrimonio,Robo,Robo en transporte individual,Con violencia,0,0,0,0,0,0
2023,Comalcalco,El patrimonio,Robo,Robo en transporte individual,Sin violencia,0,0,0,0,0,0
2023,Comalcalco,El patrimonio,Robo,Robo a institución bancaria,Con violencia,0,0,0,0,0,0
2023,Comalcalco,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,0,0,0,0,0,0
2023,Comalcalco,El patrimonio,Robo,Robo a negocio,Con violencia,0,0,0,0,0,0
2023,Comalcalco,El patrimonio,Robo,Robo a negocio,Sin violencia,5,3,3,1,1,2
2023,Comalcalco,El patrimonio,Robo,Robo de ganado,Con violencia,0,0,0,0,0,0
2023,Comalcalco,El patrimonio,Robo,Robo de ganado,Sin violencia,1,0,1,1,2,0
2023,Comalcalco,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Con violencia,0,0,0,0,0,0
2023,Comalcalco,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Sin violencia,0,0,0,0,0,0
2023,Comalcalco,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Con violencia,0,0,0,0,0,0
2023,Comalcalco,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Sin violencia,0,0,0,0,0,0
2023,Comalcalco,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0,0,0,0,0,0
2023,Comalcalco,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0,0,0,0,0,0
2023,Comalcalco,El patrimonio,Robo,Otros robos,Con violencia,11,5,1,2,0,3
2023,Comalcalco,El patrimonio,Robo,Otros robos,Sin violencia,17,19,19,15,31,26
2023,Comalcalco,El patrimonio,Fraude,Fraude,Fraude,5,7,4,7,4,3
2023,Comalcalco,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,8,6,6,6,1,3
2023,Comalcalco,El patrimonio,Extorsión,Extorsión,Extorsión,0,0,3,1,1,0
2023,Comalcalco,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,30,11,14,15,17,25
2023,Comalcalco,El patrimonio,Despojo,Despojo,Despojo,3,3,4,0,3,3
2023,Comalcalco,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,1,2,0,4,1,1
2023,Comalcalco,La familia,Violencia familiar,Violencia familiar,Violencia familiar,38,30,36,25,40,35
2023,Comalcalco,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,0,0,0,0,0,0
2023,Comalcalco,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,9,5,12,7,12,11
2023,Comalcalco,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,0,0,0,0,0,0
2023,Comalcalco,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,1,0,0,1,0,0
2023,Comalcalco,La sociedad,Trata de personas,Trata de personas,Trata de personas,0,0,0,0,0,0
2023,Comalcalco,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,0,0,0,0,0,0
2023,Comalcalco,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,0,0,0,0,0,0
2023,Comalcalco,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,48,24,36,26,30,35
2023,Comalcalco,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,4,2,3,3,3,0
2023,Comalcalco,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,0,0,0,0,0,0
2023,Comalcalco,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,0,0,0,0,0,0
2023,Comalcalco,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,2,0,0,1,0,0
2023,Comalcalco,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,0,0,0,0,0,0
2023,Comalcalco,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,1,0,0,2,0,1
2023,Comalcalco,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,0,0,0,0,0,0
2023,Comalcalco,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,39,26,34,26,52,37
2023,Cunduacán,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,0,0,0,2,0,0
2023,Cunduacán,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0,1,0,0
2023,Cunduacán,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,0,0,0,0,0
2023,Cunduacán,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0
2023,Cunduacán,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0
2023,Cunduacán,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0
2023,Cunduacán,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,0,3,1,3,0,4
2023,Cunduacán,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,0,0,0,0
2023,Cunduacán,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0
2023,Cunduacán,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,1,0,1,2,0,0
2023,Cunduacán,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,4,2,0,3,1,1
2023,Cunduacán,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,0,0,0,0,0,0
2023,Cunduacán,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,30,14,25,15,22,18
2023,Cunduacán,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0,0,0,0,0
2023,Cunduacán,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,0,0,0,0,0
2023,Cunduacán,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,6,5,6,4,4,3
2023,Cunduacán,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,0,0,0,0,0,0
2023,Cunduacán,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,0,0,0,0,0,0
2023,Cunduacán,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,0,0,1,0,0,0
2023,Cunduacán,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,0,0,0,0,0,0
2023,Cunduacán,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0,0,0,0,0,0
2023,Cunduacán,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0,0,0,0,0
2023,Cunduacán,La vida y la Integridad corporal,Aborto,Aborto,Aborto,0,1,0,0,1,0
2023,Cunduacán,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,5,4,5,1,2,6
2023,Cunduacán,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,0,0,0,0,0,0
2023,Cunduacán,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,0,0,0,0,0,0
2023,Cunduacán,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,0,0,0,0,0,0
2023,Cunduacán,Libertad personal,Secuestro,Secuestro,Secuestro exprés,0,0,0,0,0,0
2023,Cunduacán,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,0,0,0,0,0,0
2023,Cunduacán,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,0,0,0,0,0
2023,Cunduacán,Libertad personal,Rapto,Rapto,Rapto,0,0,0,0,0,0
2023,Cunduacán,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,5,2,4,2,2,1
2023,Cunduacán,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,1,0,0,0,2,2
2023,Cunduacán,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,0,0,0,0,0,0
2023,Cunduacán,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,3,3,1,0,1,1
2023,Cunduacán,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,3,1,2,4,4,4
2023,Cunduacán,La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Violación equiparada,0,0,0,0,0,0
2023,Cunduacán,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,0,0,0,0,0
2023,Cunduacán,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,4,3,13,1,2,3
2023,Cunduacán,El patrimonio,Robo,Robo a casa habitación,Con violencia,0,1,0,1,0,0
2023,Cunduacán,El patrimonio,Robo,Robo a casa habitación,Sin violencia,8,11,7,4,7,5
2023,Cunduacán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,0,0,2,2,0,1
2023,Cunduacán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,2,2,2,1,4,3
2023,Cunduacán,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,2,7,1,1,0,1
2023,Cunduacán,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,10,6,6,7,8,5
2023,Cunduacán,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0
2023,Cunduacán,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0
2023,Cunduacán,El patrimonio,Robo,Robo de autopartes,Con violencia,0,0,0,0,0,0
2023,Cunduacán,El patrimonio,Robo,Robo de autopartes,Sin violencia,0,0,0,0,0,0
2023,Cunduacán,El patrimonio,Robo,Robo a transportista,Con violencia,0,0,0,0,0,0
2023,Cunduacán,El patrimonio,Robo,Robo a transportista,Sin violencia,0,0,0,0,0,0
2023,Cunduacán,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,5,6,5,5,6,2
2023,Cunduacán,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,0,0,0,0,0,0
2023,Cunduacán,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,0,0,0,0,0,0
2023,Cunduacán,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,0,0,0,0,0,0
2023,Cunduacán,El patrimonio,Robo,Robo en transporte público individual,Con violencia,0,0,0,0,0,0
2023,Cunduacán,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,0,0,0,0,0,0
2023,Cunduacán,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,0,0,0,0,0,0
2023,Cunduacán,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,0,0,0,0,0,0
2023,Cunduacán,El patrimonio,Robo,Robo en transporte individual,Con violencia,0,0,0,0,0,0
2023,Cunduacán,El patrimonio,Robo,Robo en transporte individual,Sin violencia,0,0,0,0,0,0
2023,Cunduacán,El patrimonio,Robo,Robo a institución bancaria,Con violencia,0,0,0,0,0,0
2023,Cunduacán,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,0,0,0,0,0,0
2023,Cunduacán,El patrimonio,Robo,Robo a negocio,Con violencia,0,0,0,0,0,0
2023,Cunduacán,El patrimonio,Robo,Robo a negocio,Sin violencia,1,1,1,2,0,0
2023,Cunduacán,El patrimonio,Robo,Robo de ganado,Con violencia,0,0,0,0,0,0
2023,Cunduacán,El patrimonio,Robo,Robo de ganado,Sin violencia,1,1,0,1,0,0
2023,Cunduacán,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Con violencia,0,0,0,0,0,0
2023,Cunduacán,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Sin violencia,0,0,0,0,0,0
2023,Cunduacán,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Con violencia,0,0,0,0,0,0
2023,Cunduacán,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Sin violencia,0,0,0,0,0,0
2023,Cunduacán,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0,0,0,0,0,0
2023,Cunduacán,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0,0,0,0,0,0
2023,Cunduacán,El patrimonio,Robo,Otros robos,Con violencia,5,4,5,5,0,4
2023,Cunduacán,El patrimonio,Robo,Otros robos,Sin violencia,12,12,10,17,11,12
2023,Cunduacán,El patrimonio,Fraude,Fraude,Fraude,2,4,3,3,3,5
2023,Cunduacán,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,3,0,1,1,3,3
2023,Cunduacán,El patrimonio,Extorsión,Extorsión,Extorsión,0,0,1,0,2,0
2023,Cunduacán,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,9,6,13,14,17,31
2023,Cunduacán,El patrimonio,Despojo,Despojo,Despojo,3,4,0,1,2,1
2023,Cunduacán,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,0,0,0,0,0,2
2023,Cunduacán,La familia,Violencia familiar,Violencia familiar,Violencia familiar,31,31,54,33,32,37
2023,Cunduacán,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,0,0,0,0,0,0
2023,Cunduacán,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,9,13,1,1,11,5
2023,Cunduacán,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,0,0,0,0,0,0
2023,Cunduacán,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,1,2,0,0,0,0
2023,Cunduacán,La sociedad,Trata de personas,Trata de personas,Trata de personas,0,0,0,0,0,0
2023,Cunduacán,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,0,0,0,0,0,0
2023,Cunduacán,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,0,0,0,0,0,0
2023,Cunduacán,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,26,19,27,27,22,33
2023,Cunduacán,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,4,1,4,1,3,1
2023,Cunduacán,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,0,0,0,0,0,0
2023,Cunduacán,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,1,0,0,0,0,0
2023,Cunduacán,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,0,0,0,0,0,0
2023,Cunduacán,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,0,0,0,0,0,0
2023,Cunduacán,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,0,4,2,0,1,0
2023,Cunduacán,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,0,0,0,0,0,0
2023,Cunduacán,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,30,24,39,33,25,17
2023,Emiliano Zapata,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,0,0,1,0,0,1
2023,Emiliano Zapata,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0,0,0,0
2023,Emiliano Zapata,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,0,0,0,0,0
2023,Emiliano Zapata,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0
2023,Emiliano Zapata,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0
2023,Emiliano Zapata,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0
2023,Emiliano Zapata,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,2,1,0,1,0,1
2023,Emiliano Zapata,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,0,0,0,0
2023,Emiliano Zapata,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0
2023,Emiliano Zapata,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,0,0,0,0,0,0
2023,Emiliano Zapata,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,1,0,0,1,0,0
2023,Emiliano Zapata,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,0,0,0,0,0,0
2023,Emiliano Zapata,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,5,3,5,1,3,4
2023,Emiliano Zapata,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0,0,0,0,0
2023,Emiliano Zapata,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,0,0,0,0,0
2023,Emiliano Zapata,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,0,1,2,1,1,5
2023,Emiliano Zapata,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,0,0,0,0,0,0
2023,Emiliano Zapata,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,0,0,0,0,0,0
2023,Emiliano Zapata,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,0,0,0,0,0,0
2023,Emiliano Zapata,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,0,0,1,0,0,0
2023,Emiliano Zapata,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0,0,0,0,0,0
2023,Emiliano Zapata,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0,0,0,0,0
2023,Emiliano Zapata,La vida y la Integridad corporal,Aborto,Aborto,Aborto,0,0,0,0,0,0
2023,Emiliano Zapata,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,0,1,0,1,0,2
2023,Emiliano Zapata,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,0,0,0,0,0,0
2023,Emiliano Zapata,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,0,0,0,0,0,0
2023,Emiliano Zapata,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,0,0,0,0,0,0
2023,Emiliano Zapata,Libertad personal,Secuestro,Secuestro,Secuestro exprés,0,0,0,0,0,0
2023,Emiliano Zapata,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,0,0,0,0,0,0
2023,Emiliano Zapata,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,0,0,0,0,0
2023,Emiliano Zapata,Libertad personal,Rapto,Rapto,Rapto,0,0,0,0,0,0
2023,Emiliano Zapata,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,1,1,1,1,0,1
2023,Emiliano Zapata,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,0,0,0,0,0,0
2023,Emiliano Zapata,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,0,0,0,0,0,0
2023,Emiliano Zapata,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,0,1,0,0,0,1
2023,Emiliano Zapata,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,0,0,0,0,0,1
2023,Emiliano Zapata,La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Violación equiparada,0,0,0,0,0,0
2023,Emiliano Zapata,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,0,0,0,0,0
2023,Emiliano Zapata,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,1,0,0,0,2,2
2023,Emiliano Zapata,El patrimonio,Robo,Robo a casa habitación,Con violencia,0,0,0,0,0,0
2023,Emiliano Zapata,El patrimonio,Robo,Robo a casa habitación,Sin violencia,0,0,0,1,2,4
2023,Emiliano Zapata,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,0,0,0,0,0,0
2023,Emiliano Zapata,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,2,0,1,3,0,3
2023,Emiliano Zapata,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,0,0,0,0,0,0
2023,Emiliano Zapata,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,3,1,2,0,0,0
2023,Emiliano Zapata,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0
2023,Emiliano Zapata,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0
2023,Emiliano Zapata,El patrimonio,Robo,Robo de autopartes,Con violencia,0,0,0,0,0,0
2023,Emiliano Zapata,El patrimonio,Robo,Robo de autopartes,Sin violencia,0,0,0,0,0,0
2023,Emiliano Zapata,El patrimonio,Robo,Robo a transportista,Con violencia,0,0,0,0,0,0
2023,Emiliano Zapata,El patrimonio,Robo,Robo a transportista,Sin violencia,0,0,0,0,0,0
2023,Emiliano Zapata,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,0,0,1,1,0,2
2023,Emiliano Zapata,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,0,0,0,0,0,0
2023,Emiliano Zapata,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,0,0,0,0,0,0
2023,Emiliano Zapata,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,0,0,0,0,0,0
2023,Emiliano Zapata,El patrimonio,Robo,Robo en transporte público individual,Con violencia,0,0,0,0,0,0
2023,Emiliano Zapata,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,0,0,0,0,0,0
2023,Emiliano Zapata,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,0,0,0,0,0,0
2023,Emiliano Zapata,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,0,0,0,0,0,0
2023,Emiliano Zapata,El patrimonio,Robo,Robo en transporte individual,Con violencia,0,0,0,0,0,0
2023,Emiliano Zapata,El patrimonio,Robo,Robo en transporte individual,Sin violencia,0,0,0,0,0,0
2023,Emiliano Zapata,El patrimonio,Robo,Robo a institución bancaria,Con violencia,0,0,0,0,0,0
2023,Emiliano Zapata,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,0,0,0,0,0,0
2023,Emiliano Zapata,El patrimonio,Robo,Robo a negocio,Con violencia,0,0,0,0,0,0
2023,Emiliano Zapata,El patrimonio,Robo,Robo a negocio,Sin violencia,0,0,2,0,0,2
